laptop_ID,Company,TypeName,Inches,DisplayType,ResolutionWidth,ResolutionHeight,CpuBrand,CpuType,CpuClockSpeed_GHz,Ram,Ram_GB,Memory,PrimaryMemory,SecondaryMemory,MemorySize_GB,Gpu,Gpu_Brand,OpSys,Weight_kg,Price_euros
655,Razer,Gaming,14.0,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,1.95,2599.0
656,Toshiba,Notebook,13.3,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.2,1213.0
657,Lenovo,Ultrabook,12.5,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.36,1584.0
658,Asus,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,32GB,32,512GB SSD,SSD,None,512.0,Nvidia GeForce GTX 1080,Nvidia,Windows 10,3.8,2799.0
659,Acer,Gaming,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 1050,Nvidia,Linux,2.4,709.0
660,Dell,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.2,1449.9
661,MSI,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows 10,2.2,1191.8
662,HP,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,No OS,1.86,364.9
663,Toshiba,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.0,1064.0
664,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon 530,AMD,Windows 10,2.2,919.0
665,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,1.8,16GB,16,256GB SSD +  2TB HDD,SSD,HDD,2256.0,AMD Radeon 530,AMD,Windows 10,2.2,1135.0
666,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.6,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 960,Nvidia,Windows 10,3.31,1196.0
667,Dell,Gaming,17.3,IPS Panel 4K Ultra HD,3840,2160,Intel,Core i7,2.8,32GB,32,512GB SSD +  1TB HDD,SSD,HDD,1512.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,4.42,3147.37
668,Dell,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.4,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.56,1229.0
669,Lenovo,Notebook,15.6,,1366,768,Intel,Celeron,1.1,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 500,Intel,Windows 10,2.2,419.0
670,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.3,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,2.2,535.0
671,HP,Notebook,15.6,,1920,1080,Intel,Core i3,2.0,6GB,6,1TB HDD,HDD,None,1000.0,AMD Radeon R5 M430,AMD,Windows 10,2.04,539.0
672,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,2.7,1486.77
673,Toshiba,Notebook,15.6,,1366,768,Intel,Core i3,2.1,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,2.1,498.0
674,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.06,955.0
675,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,1TB HDD,HDD,None,1000.0,AMD Radeon 530,AMD,Windows 10,2.1,745.0
676,Toshiba,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.0,1258.0
677,Acer,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Linux,2.1,412.0
678,Microsoft,Ultrabook,13.5,Touchscreen,2256,1504,Intel,Core i7,2.8,8GB,8,256GB SSD,SSD,None,256.0,Intel Iris Plus Graphics 640,Intel,Windows 10 S,1.252,1867.85
679,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,AMD Radeon R5 M430,AMD,Windows 10,1.9,817.95
680,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.3,1034.0
681,Lenovo,Notebook,15.6,,1366,768,AMD,E-Series,2.2,4GB,4,128GB SSD,SSD,None,128.0,AMD Radeon R2 Graphics,AMD,Windows 10,2.2,349.0
682,HP,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i3,2.4,4GB,4,128GB SSD,SSD,None,128.0,Nvidia GeForce 940MX,Nvidia,Windows 10,1.63,699.0
683,MSI,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.4,1294.0
684,Asus,Ultrabook,14.0,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.1,1135.0
685,HP,2 in 1 Convertible,11.6,Touchscreen,1366,768,Intel,Celeron,1.1,8GB,8,64GB Flash Storage,FlashStorage,None,64.0,Intel HD Graphics 500,Intel,Chrome OS,1.4,495.0
686,LG,Ultrabook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.09,2299.0
687,Acer,Gaming,15.6,Full HD,1920,1080,Intel,Core i5,2.5,16GB,16,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows 10,2.5,1299.0
688,MSI,Gaming,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.2,997.9
689,Asus,Notebook,15.6,,1366,768,Intel,Celeron,1.1,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 500,Intel,Windows 10,1.86,419.0
690,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i5,2.5,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,3.21,2051.0
691,HP,Notebook,17.3,IPS Panel Full HD,1920,1080,Intel,Core i3,2.0,4GB,4,256GB SSD,SSD,None,256.0,AMD Radeon R5 520,AMD,Windows 10,2.5,699.0
692,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,1.8,8GB,8,512GB SSD,SSD,None,512.0,Intel UHD Graphics 620,Intel,Windows 10,1.19,1499.0
693,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.9,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,3.49,2813.75
694,HP,Notebook,15.6,,1366,768,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,AMD Radeon 520,AMD,Windows 10,1.86,612.61
695,Dell,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,1TB HDD,HDD,None,1000.0,AMD Radeon R5 M430,AMD,Windows 10,2.2,545.67
696,HP,Notebook,17.3,IPS Panel Full HD,1920,1080,AMD,A10,2.4,6GB,6,2TB HDD,HDD,None,2000.0,AMD Radeon R7 M440,AMD,Windows 10,2.65,569.0
697,Lenovo,Notebook,15.6,,1366,768,Intel,Celeron,1.6,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 510,Intel,Windows 10,2.1,318.0
698,Acer,Notebook,14.0,,1366,768,Intel,Celeron,1.6,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 510,Intel,Chrome OS,1.45,375.0
699,Lenovo,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.7,699.0
700,HP,Workstation,17.3,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,500GB HDD,HDD,None,500.0,Nvidia Quadro M1200,Nvidia,Windows 10,3.14,1907.99
701,Lenovo,2 in 1 Convertible,14.0,Touchscreen,2560,1440,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.42,2590.0
702,Toshiba,Notebook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.5,973.0
703,Acer,Netbook,11.6,,1366,768,Intel,Celeron,1.6,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics,Intel,Windows 10,1.4,269.0
704,Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.38,1749.0
705,Asus,2 in 1 Convertible,12.5,Full HD / Touchscreen,1920,1080,Intel,Core M,0.9,4GB,4,64GB Flash Storage,FlashStorage,None,64.0,Intel HD Graphics 515,Intel,Chrome OS,1.2,669.0
706,Toshiba,Ultrabook,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i7,2.5,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 520,Intel,Windows 10,1.36,1877.0
707,HP,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,4GB,4,500GB HDD,HDD,None,500.0,AMD Radeon 530,AMD,Windows 10,2.1,689.0
708,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.56,819.0
709,Lenovo,Notebook,15.6,Full HD,1920,1080,AMD,A9,2.9,4GB,4,256GB SSD,SSD,None,256.0,AMD Radeon 530,AMD,Windows 10,2.2,399.0
710,Lenovo,Notebook,15.6,,1366,768,AMD,A12,3.6,8GB,8,1TB HDD,HDD,None,1000.0,AMD Radeon R7,AMD,Windows 10,2.2,429.0
711,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,1TB HDD +  1TB HDD,HDD,HDD,2000.0,Intel HD Graphics 620,Intel,Windows 10,2.1,621.45
712,Lenovo,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,No OS,1.9,450.0
713,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.18,795.0
714,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.6,999.0
715,Lenovo,Workstation,15.6,Full HD,1920,1080,Intel,Core i7,2.5,16GB,16,512GB SSD,SSD,None,512.0,Nvidia Quadro M520M,Nvidia,Windows 7,2.18,1855.0
716,Lenovo,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.8,1191.0
717,HP,Notebook,17.3,IPS Panel Full HD,1920,1080,AMD,A10,2.5,6GB,6,2TB HDD,HDD,None,2000.0,AMD Radeon 530,AMD,Windows 10,2.71,655.01
718,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows 10,2.5,1249.0
719,Dell,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.8,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 930MX,Nvidia,Linux,1.64,1089.0
720,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Linux,1.98,726.0
721,Asus,Notebook,14.0,Full HD,1920,1080,Intel,Celeron,1.1,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 500,Intel,Windows 10,1.5,298.0
722,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.6,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.93,1426.66
723,Lenovo,Notebook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 920MX,Nvidia,Windows 10,1.87,857.07
724,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.6,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.9,1179.0
725,Lenovo,Notebook,15.6,,1366,768,AMD,A6,2.0,4GB,4,500GB HDD,HDD,None,500.0,AMD Radeon R4,AMD,Windows 10,2.19,298.0
726,Mediacom,Notebook,14.0,IPS Panel Full HD,1920,1200,Intel,Atom,1.92,4GB,4,32GB HDD,HDD,None,32.0,Intel HD Graphics 400,Intel,Windows 10,1.4,265.0
727,HP,Notebook,17.3,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 930MX,Nvidia,Windows 10,2.63,1200.0
728,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+,2560,1440,Intel,Core i7,2.5,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 520,Intel,Windows 10,1.17,1686.64
729,HP,2 in 1 Convertible,13.3,IPS Panel Touchscreen,1366,768,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.58,836.6
730,Lenovo,Ultrabook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.32,1499.0
731,Dell,Gaming,17.3,4K Ultra HD,3840,2160,Intel,Core i7,2.8,32GB,32,1TB SSD +  1TB HDD,SSD,HDD,2000.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,4.36,3659.4
732,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050 Ti,Nvidia,Windows 10,2.7,1348.48
733,Lenovo,Notebook,15.6,,1366,768,Intel,Core i5,2.5,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,No OS,1.9,489.9
734,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,AMD Radeon 530,AMD,Windows 10,2.2,719.0
735,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i3,2.4,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,1.71,649.0
736,Dell,Notebook,15.6,,1366,768,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,AMD Radeon R7 M445,AMD,Linux,2.32,589.52
737,HP,Notebook,15.6,Full HD,1920,1080,AMD,A9,3.0,4GB,4,1TB HDD,HDD,None,1000.0,AMD Radeon 520,AMD,Windows 10,2.1,489.0
738,Acer,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.6,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,4.2,1935.0
739,Dell,Notebook,15.6,,1366,768,Intel,Core i5,2.5,12GB,12,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.25,649.0
740,HP,Notebook,15.6,Full HD,1920,1080,AMD,A9,3.0,6GB,6,128GB SSD +  1TB HDD,SSD,HDD,1128.0,AMD Radeon 520,AMD,Windows 10,2.1,650.0
741,Acer,Notebook,15.6,,1366,768,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.4,559.0
742,Lenovo,Notebook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.44,960.0
743,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,1.85,779.0
744,HP,Workstation,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD,SSD,None,256.0,Nvidia Quadro M2200,Nvidia,Windows 10,2.6,2419.0
745,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i5,1.6,8GB,8,1TB HDD,HDD,None,1000.0,Intel UHD Graphics 620,Intel,Windows 10,1.55,659.0
746,MSI,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,1.8,2094.48
747,Acer,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,2.4,410.8
748,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce 940MX,Nvidia,Windows 10,2.0,1207.0
749,Dell,Notebook,15.6,,1366,768,Intel,Core i3,2.0,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,2.0,665.0
750,Toshiba,Notebook,14.0,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.25,1535.0
751,Lenovo,2 in 1 Convertible,14.0,Full HD / Touchscreen,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.7,999.0
752,Lenovo,Workstation,15.6,IPS Panel 4K Ultra HD,3840,2160,Intel,Core i7,2.8,16GB,16,1TB SSD,SSD,None,1000.0,Nvidia Quadro M520M,Nvidia,Windows 10,2.5,3299.0
753,Acer,Notebook,14.0,,1366,768,Intel,Celeron,1.6,2GB,2,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 400,Intel,Chrome OS,1.68,330.0
754,Samsung,Ultrabook,13.3,Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,0.81,1649.0
755,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i3,2.0,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.86,539.0
757,Dell,Notebook,14.0,,1366,768,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.6,1126.71
758,HP,Workstation,17.3,IPS Panel Full HD,1920,1080,Intel,Other,2.9,16GB,16,256GB SSD,SSD,None,256.0,Nvidia Quadro M2000M,Nvidia,Windows 7,3.0,4389.0
759,Lenovo,Netbook,11.6,Touchscreen,1366,768,Intel,Celeron,1.6,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 400,Intel,Windows 10,1.4,475.0
760,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.4,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.84,1900.0
761,Asus,Notebook,15.6,,1366,768,Intel,Core i5,2.3,4GB,4,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 950M,Nvidia,No OS,2.45,579.0
762,Lenovo,Ultrabook,14.0,Full HD,1920,1080,Intel,Core i5,2.3,4GB,4,180GB SSD,SSD,None,180.0,Intel HD Graphics 520,Intel,Windows 10,1.7,1096.0
763,Asus,Notebook,15.6,,1366,768,Intel,Core i7,2.7,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.37,849.9
764,Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen,3200,1800,Intel,Core i5,1.8,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 540,Intel,Windows 10,1.3,1199.0
765,HP,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.2,1099.0
766,HP,Workstation,15.6,Full HD,1920,1080,Intel,Core i7,2.6,8GB,8,256GB SSD,SSD,None,256.0,Nvidia Quadro M1000M,Nvidia,Windows 7,2.59,1561.0
767,Dell,Gaming,15.6,IPS Panel 4K Ultra HD,3840,2160,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,4.42,2868.99
768,Acer,Notebook,15.6,,1366,768,Intel,Core i5,2.5,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.1,599.0
769,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.5,1048.0
770,Dell,Ultrabook,12.5,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.18,1859.0
771,Google,Ultrabook,12.3,Touchscreen,2400,1600,Intel,Core i5,1.2,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 615,Intel,Chrome OS,1.1,1559.0
772,Asus,Ultrabook,13.3,IPS Panel Quad HD+,3200,1800,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.2,1129.0
773,Dell,Notebook,13.3,,1366,768,Intel,Core i3,2.0,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,1.65,849.0
774,Acer,Notebook,13.3,,1366,768,Intel,Core i5,2.3,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,1.6,655.0
775,Asus,Notebook,17.3,,1366,768,Intel,Pentium,1.1,4GB,4,1TB HDD,HDD,None,1000.0,Nvidia GeForce 920MX,Nvidia,Windows 10,2.8,470.34
776,Dell,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD,3840,2160,Intel,Core i7,2.6,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 960M,Nvidia,Windows 10,2.72,1099.0
777,Samsung,Ultrabook,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.31,1599.0
778,Acer,Notebook,15.6,,1366,768,Intel,Pentium,1.1,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 505,Intel,Linux,2.1,298.0
779,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,256GB SSD,SSD,None,256.0,AMD Radeon R7 M445,AMD,Windows 10,2.3,1181.27
780,Samsung,2 in 1 Convertible,15.0,Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,16GB,16,256GB SSD,SSD,None,256.0,AMD Radeon 540,AMD,Windows 10,1.71,1799.0
781,Toshiba,Notebook,14.0,IPS Panel,1366,768,Intel,Core i5,2.3,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,1.75,1020.0
782,Dell,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.62,1099.0
783,HP,Ultrabook,12.5,,1366,768,Intel,Core i5,2.3,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.26,1244.0
784,Asus,2 in 1 Convertible,15.6,Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,12GB,12,2TB HDD,HDD,None,2000.0,Nvidia GeForce 940MX,Nvidia,Windows 10,2.3,839.0
785,Lenovo,Notebook,15.6,4K Ultra HD,3840,2160,Intel,Core i7,2.7,16GB,16,512GB SSD,SSD,None,512.0,Nvidia Quadro M2000M,Nvidia,Windows 7,2.5,2370.0
786,Acer,Notebook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i3,2.4,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,1.8,636.0
787,Razer,Gaming,14.0,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,512GB SSD,SSD,None,512.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,1.95,2899.0
788,Asus,Notebook,15.6,,1920,1080,Intel,Pentium,1.1,8GB,8,128GB SSD,SSD,None,128.0,Intel HD Graphics 505,Intel,Windows 10,2.0,581.9
789,Dell,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,32GB,32,1TB SSD +  1TB HDD,SSD,HDD,2000.0,Nvidia GeForce GTX 1070M,Nvidia,Windows 10,4.42,3588.8
790,Asus,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.6,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,4.3,2350.0
791,Toshiba,Ultrabook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i7,2.6,16GB,16,512GB SSD,SSD,None,512.0,Nvidia GeForce 930M,Nvidia,Windows 10,1.47,1764.0
792,Lenovo,Notebook,15.6,,1366,768,Intel,Celeron,1.6,8GB,8,1TB HDD,HDD,None,1000.0,Intel HD Graphics 405,Intel,No OS,2.2,329.0
793,Lenovo,Ultrabook,14.0,Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.7,2299.0
794,MSI,Gaming,14.0,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,1.6,1891.0
