laptop_ID,Company,TypeName,Product,Inches,DisplayType,Touchscreen,IPS Panel,ResolutionWidth,ResolutionHeight,CpuBrand,CpuProduct,CpuClockSpeed_GHz,Ram_GB,PrimaryMemory,SecondaryMemory,PrimaryMemorySize,SecondaryMemorySize,MemorySize_GB,Gpu_Brand,Gpu_Product,OpSys,Weight_kg,Price_euros
681,Lenovo,Notebook,IdeaPad 320-15AST,15.6,,,,1366,768,AMD,E-Series E2-9000,2.2,4,SSD,None,128.0,0.0,128.0,AMD,Radeon R2 Graphics,Windows 10,2.2,349.0
682,HP,2 in 1 Convertible,Pavilion X360,14.0,Full HD,Present,Present,1920,1080,Intel,Core i3 7100U,2.4,4,SSD,None,128.0,0.0,128.0,Nvidia,GeForce 940MX,Windows 10,1.63,699.0
683,MSI,Gaming,GP62 7RDX,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1050,Windows 10,2.4,1294.0
684,Asus,Ultrabook,Zenbook 3,14.0,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.1,1135.0
685,HP,2 in 1 Convertible,Chromebook X360,11.6,,Present,None,1366,768,Intel,Celeron Dual Core N3350,1.1,8,FlashStorage,None,64.0,0.0,64.0,Intel,HD Graphics 500,Chrome OS,1.4,495.0
686,LG,Ultrabook,Gram 15Z975,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 8550U,1.8,8,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 620,Windows 10,1.09,2299.0
687,Acer,Gaming,Aspire VX5-591G,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7300HQ,2.5,16,SSD,None,256.0,0.0,256.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,1299.0
688,MSI,Gaming,GV62M 7RD,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7300HQ,2.5,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce GTX 1050,Windows 10,2.2,997.9
689,Asus,Notebook,L502NA-GO052T (N3350/4GB/128GB/W10),15.6,,,,1366,768,Intel,Celeron Dual Core N3350,1.1,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 500,Windows 10,1.86,419.0
690,Dell,Gaming,Alienware 15,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7300HQ,2.5,16,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1060,Windows 10,3.21,2051.0
691,HP,Notebook,17-bs000nv I3,17.3,Full HD,None,Present,1920,1080,Intel,Core i3 6006U,2.0,4,SSD,None,256.0,0.0,256.0,AMD,Radeon R5 520,Windows 10,2.5,699.0
692,Lenovo,2 in 1 Convertible,Yoga 730,13.3,Full HD,Present,Present,1920,1080,Intel,Core i7 8550U,1.8,8,SSD,None,512.0,0.0,512.0,Intel,UHD Graphics 620,Windows 10,1.19,1499.0
693,Dell,Gaming,Alienware 15,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7820HK,2.9,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1070,Windows 10,3.49,2813.75
694,HP,Notebook,250 G6,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,4,HDD,None,500.0,0.0,500.0,AMD,Radeon 520,Windows 10,1.86,612.61
695,Dell,Notebook,Inspiron 3567,15.6,,,,1366,768,Intel,Core i3 6006U,2.0,4,HDD,None,1000.0,0.0,1000.0,AMD,Radeon R5 M430,Windows 10,2.2,545.67
696,HP,Notebook,17-Y002nv (A10-9600P/6GB/2TB/Radeon,17.3,Full HD,None,Present,1920,1080,AMD,A10-Series 9600P,2.4,6,HDD,None,2000.0,0.0,2000.0,AMD,Radeon R7 M440,Windows 10,2.65,569.0
697,Lenovo,Notebook,V110-15ISK (3855U/4GB/500GB/W10),15.6,,,,1366,768,Intel,Celeron Dual Core 3855U,1.6,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 510,Windows 10,2.1,318.0
698,Acer,Notebook,Chromebook 14,14.0,,,,1366,768,Intel,Celeron Dual Core 3855U,1.6,4,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 510,Chrome OS,1.45,375.0
699,Lenovo,Notebook,IdeaPad 520s-14IKB,14.0,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.7,699.0
700,HP,Workstation,ZBook 17,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,HDD,None,500.0,0.0,500.0,Nvidia,Quadro M1200,Windows 10,3.14,1907.99
701,Lenovo,2 in 1 Convertible,ThinkPad X1,14.0,,Present,None,2560,1440,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.42,2590.0
702,Toshiba,Notebook,Satellite Pro,13.3,Full HD,None,Present,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.5,973.0
703,Acer,Netbook,TravelMate B117-M,11.6,,,,1366,768,Intel,Celeron Dual Core N3050,1.6,4,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics,Windows 10,1.4,269.0
704,Lenovo,2 in 1 Convertible,Yoga 910-13IKB,14.0,Full HD,Present,None,1920,1080,Intel,Core i7 7500U,2.7,16,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 620,Windows 10,1.38,1749.0
705,Asus,2 in 1 Convertible,Chromebook Flip,12.5,Full HD,Present,None,1920,1080,Intel,Core M M3-6Y30,0.9,4,FlashStorage,None,64.0,0.0,64.0,Intel,HD Graphics 515,Chrome OS,1.2,669.0
706,Toshiba,Ultrabook,Portege Z30T-C-133,13.3,Full HD,Present,None,1920,1080,Intel,Core i7 6500U,2.5,16,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 520,Windows 10,1.36,1877.0
707,HP,Notebook,15-bs011nv (i7-7500U/4GB/500GB/Radeon,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7500U,2.7,4,HDD,None,500.0,0.0,500.0,AMD,Radeon 530,Windows 10,2.1,689.0
708,Dell,Gaming,Inspiron 5577,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7300HQ,2.5,8,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 1050,Windows 10,2.56,819.0
709,Lenovo,Notebook,IdeaPad 320-15AST,15.6,Full HD,None,None,1920,1080,AMD,A9-Series 9420,2.9,4,SSD,None,256.0,0.0,256.0,AMD,Radeon 530,Windows 10,2.2,399.0
710,Lenovo,Notebook,IdeaPad 320-15ABR,15.6,,,,1366,768,AMD,A12-Series 9720P,3.6,8,HDD,None,1000.0,0.0,1000.0,AMD,Radeon R7,Windows 10,2.2,429.0
711,Lenovo,Notebook,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),15.6,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,4,HDD,Present,1000.0,1000.0,2000.0,Intel,HD Graphics 620,Windows 10,2.1,621.45
712,Lenovo,Notebook,V310-15ISK (i3-6006U/4GB/500GB/No,15.6,,,,1366,768,Intel,Core i3 6006U,2.0,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,No OS,1.9,450.0
713,Dell,Notebook,Vostro 5568,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,2.18,795.0
714,Acer,2 in 1 Convertible,Spin 5,13.3,Full HD,Present,Present,1920,1080,Intel,Core i5 8250U,1.6,8,SSD,None,256.0,0.0,256.0,Intel,UHD Graphics 620,Windows 10,1.6,999.0
715,Lenovo,Workstation,ThinkPad P51s,15.6,Full HD,None,None,1920,1080,Intel,Core i7 6500U,2.5,16,SSD,None,512.0,0.0,512.0,Nvidia,Quadro M520M,Windows 7,2.18,1855.0
716,Lenovo,Notebook,Thinkpad T460p,14.0,Full HD,None,None,1920,1080,Intel,Core i5 6300HQ,2.3,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.8,1191.0
717,HP,Notebook,17-ak002nv (A10-9620P/6GB/2TB/Radeon,17.3,Full HD,None,Present,1920,1080,AMD,A10-Series 9620P,2.5,6,HDD,None,2000.0,0.0,2000.0,AMD,Radeon 530,Windows 10,2.71,655.01
718,Lenovo,Gaming,Legion Y520-15IKBN,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,1249.0
719,Dell,Notebook,Latitude 5480,14.0,Full HD,None,None,1920,1080,Intel,Core i5 7440HQ,2.8,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 930MX,Linux,1.64,1089.0
720,Dell,Notebook,Vostro 5568,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7200U,2.5,8,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 620,Linux,1.98,726.0
721,Asus,Notebook,VivoBook E403NA,14.0,Full HD,None,None,1920,1080,Intel,Celeron Dual Core N3350,1.1,4,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 500,Windows 10,1.5,298.0
722,Dell,Notebook,Latitude 5580,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7300U,2.6,16,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 620,Windows 10,1.93,1426.66
723,Lenovo,Notebook,Thinkpad E470,14.0,Full HD,None,Present,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 920MX,Windows 10,1.87,857.07
724,Dell,Notebook,Latitude 5580,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7300U,2.6,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.9,1179.0
725,Lenovo,Notebook,110-15ACL (A6-7310/4GB/500GB/W10),15.6,,,,1366,768,AMD,A6-Series 7310,2.0,4,HDD,None,500.0,0.0,500.0,AMD,Radeon R4,Windows 10,2.19,298.0
726,Mediacom,Notebook,Smartbook 142,14.0,Full HD,None,Present,1920,1200,Intel,Atom Z8350,1.92,4,HDD,None,32.0,0.0,32.0,Intel,HD Graphics 400,Windows 10,1.4,265.0
727,HP,Notebook,ProBook 470,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce 930MX,Windows 10,2.63,1200.0
728,Lenovo,Ultrabook,ThinkPad X1,14.0,Quad HD+,None,Present,2560,1440,Intel,Core i7 6500U,2.5,8,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 520,Windows 10,1.17,1686.64
729,HP,2 in 1 Convertible,Pavilion X360,13.3,,Present,Present,1366,768,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.58,836.6
730,Lenovo,Ultrabook,ThinkPad T470s,14.0,Full HD,None,Present,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.32,1499.0
731,Dell,Gaming,Alienware 17,17.3,4K Ultra HD,None,None,3840,2160,Intel,Core i7 7700HQ,2.8,32,SSD,Present,1000.0,1000.0,2000.0,Nvidia,GeForce GTX 1070,Windows 10,4.36,3659.4
732,MSI,Gaming,GL72M 7REX,17.3,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.7,1348.48
733,Lenovo,Notebook,V310-15IKB (i5-7200U/4GB/1TB/No,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 620,No OS,1.9,489.9
734,Dell,Notebook,Inspiron 5570,15.6,Full HD,None,None,1920,1080,Intel,Core i5 8250U,1.6,8,SSD,Present,128.0,1000.0,1128.0,AMD,Radeon 530,Windows 10,2.2,719.0
735,Dell,2 in 1 Convertible,Inspiron 5378,13.3,Full HD,Present,None,1920,1080,Intel,Core i3 7100U,2.4,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 620,Windows 10,1.71,649.0
736,Dell,Notebook,Inspiron 5567,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,8,HDD,None,1000.0,0.0,1000.0,AMD,Radeon R7 M445,Linux,2.32,589.52
737,HP,Notebook,15-BW037na (A9-9420/4GB/1TB/Radeon,15.6,Full HD,None,None,1920,1080,AMD,A9-Series 9420,3.0,4,HDD,None,1000.0,0.0,1000.0,AMD,Radeon 520,Windows 10,2.1,489.0
738,Acer,Gaming,Predator 17,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 6700HQ,2.6,16,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1060,Windows 10,4.2,1935.0
739,Dell,Notebook,Inspiron 3567,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,12,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 620,Windows 10,2.25,649.0
740,HP,Notebook,15-BW091ND (A9-9420/6GB/1TB,15.6,Full HD,None,None,1920,1080,AMD,A9-Series A9-9420,3.0,6,SSD,Present,128.0,1000.0,1128.0,AMD,Radeon 520,Windows 10,2.1,650.0
741,Acer,Notebook,Extensa EX2540-58KR,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 620,Windows 10,2.4,559.0
742,Lenovo,Notebook,ThinkPad 13,13.3,Full HD,None,Present,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.44,960.0
743,Lenovo,Notebook,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),15.6,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 620,Windows 10,1.85,779.0
744,HP,Workstation,ZBook 15,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,None,256.0,0.0,256.0,Nvidia,Quadro M2200,Windows 10,2.6,2419.0
745,Dell,2 in 1 Convertible,Inspiron 5379,13.3,Full HD,Present,None,1920,1080,Intel,Core i5 8250U,1.6,8,HDD,None,1000.0,0.0,1000.0,Intel,UHD Graphics 620,Windows 10,1.55,659.0
746,MSI,Gaming,GS63VR 7RF,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1060,Windows 10,1.8,2094.48
747,Acer,Notebook,Aspire ES1-572,15.6,,,,1366,768,Intel,Core i3 6006U,2.0,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 10,2.4,410.8
748,Dell,Notebook,Inspiron 7560,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce 940MX,Windows 10,2.0,1207.0
749,Dell,Notebook,Vostro 3568,15.6,,,,1366,768,Intel,Core i3 6006U,2.0,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,2.0,665.0
750,Toshiba,Notebook,Tecra X40-D-10G,14.0,Full HD,Present,Present,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.25,1535.0
751,Lenovo,2 in 1 Convertible,Flex 5,14.0,Full HD,Present,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.7,999.0
752,Lenovo,Workstation,Thinkpad P51s,15.6,4K Ultra HD,None,Present,3840,2160,Intel,Core i7 7600U,2.8,16,SSD,None,1000.0,0.0,1000.0,Nvidia,Quadro M520M,Windows 10,2.5,3299.0
753,Acer,Notebook,Chromebook 14,14.0,,,,1366,768,Intel,Celeron Dual Core N3060,1.6,2,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 400,Chrome OS,1.68,330.0
754,Samsung,Ultrabook,Notebook 9,13.3,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,16,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,0.81,1649.0
755,HP,Notebook,250 G6,15.6,Full HD,None,None,1920,1080,Intel,Core i3 6006U,2.0,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.86,539.0
757,Dell,Notebook,Latitude 5480,14.0,,,,1366,768,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.6,1126.71
758,HP,Workstation,Zbook 17,17.3,Full HD,None,Present,1920,1080,Intel,Xeon E3-1535M v5,2.9,16,SSD,None,256.0,0.0,256.0,Nvidia,Quadro M2000M,Windows 7,3.0,4389.0
759,Lenovo,Netbook,N23 (N3060/4GB/128GB/W10),11.6,,Present,None,1366,768,Intel,Celeron Dual Core N3060,1.6,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 400,Windows 10,1.4,475.0
760,HP,Notebook,EliteBook 850,15.6,Full HD,None,None,1920,1080,Intel,Core i5 6300U,2.4,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.84,1900.0
761,Asus,Notebook,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,15.6,,,,1366,768,Intel,Core i5 6300HQ,2.3,4,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 950M,No OS,2.45,579.0
762,Lenovo,Ultrabook,Thinkpad T460,14.0,Full HD,None,None,1920,1080,Intel,Core i5 6200U,2.3,4,SSD,None,180.0,0.0,180.0,Intel,HD Graphics 520,Windows 10,1.7,1096.0
763,Asus,Notebook,Pro P2540UA-XO0192R,15.6,,,,1366,768,Intel,Core i7 7500U,2.7,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,2.37,849.9
764,Lenovo,2 in 1 Convertible,Yoga 900-13ISK,13.3,Quad HD+,Present,Present,3200,1800,Intel,Core i5 6260U,1.8,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 540,Windows 10,1.3,1199.0
765,HP,Notebook,15-cb003na (i5-7300HQ/8GB/1TB,15.6,Full HD,None,Present,1920,1080,Intel,Core i5 7300HQ,2.5,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1050,Windows 10,2.2,1099.0
766,HP,Workstation,ZBook 15,15.6,Full HD,None,None,1920,1080,Intel,Core i7 6700HQ,2.6,8,SSD,None,256.0,0.0,256.0,Nvidia,Quadro M1000M,Windows 7,2.59,1561.0
767,Dell,Gaming,Alienware 17,15.6,4K Ultra HD,None,Present,3840,2160,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1070,Windows 10,4.42,2868.99
768,Acer,Notebook,Aspire 3,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,2.1,599.0
769,Lenovo,Gaming,Legion Y520-15IKBN,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1050,Windows 10,2.5,1048.0
770,Dell,Ultrabook,Latitude 7280,12.5,Full HD,None,None,1920,1080,Intel,Core i7 7600U,2.8,16,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.18,1859.0
771,Google,Ultrabook,Pixelbook (Core,12.3,,Present,None,2400,1600,Intel,Core i5 7Y57,1.2,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 615,Chrome OS,1.1,1559.0
772,Asus,Ultrabook,Zenbook UX330UA-AH5Q,13.3,Quad HD+,None,Present,3200,1800,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.2,1129.0
773,Dell,Notebook,Latitude 3380,13.3,,,,1366,768,Intel,Core i3 6006U,2.0,4,HDD,None,500.0,0.0,500.0,Intel,HD Graphics 520,Windows 10,1.65,849.0
774,Acer,Notebook,TravelMate P238-M,13.3,,,,1366,768,Intel,Core i5 6200U,2.3,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 520,Windows 10,1.6,655.0
775,Asus,Notebook,X751NV-TY001 (N4200/4GB/1TB/GeForce,17.3,,,,1366,768,Intel,Pentium Quad Core N4200,1.1,4,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce 920MX,Windows 10,2.8,470.34
776,Dell,Gaming,Inspiron 7559,15.6,4K Ultra HD,Present,Present,3840,2160,Intel,Core i7 6700HQ,2.6,16,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 960M,Windows 10,2.72,1099.0
777,Samsung,Ultrabook,Notebook 9,13.3,Full HD,Present,None,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.31,1599.0
778,Acer,Notebook,Aspire A315-31,15.6,,,,1366,768,Intel,Pentium Quad Core N4200,1.1,4,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 505,Linux,2.1,298.0
779,Dell,Notebook,Inspiron 5567,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,16,SSD,None,256.0,0.0,256.0,AMD,Radeon R7 M445,Windows 10,2.3,1181.27
780,Samsung,2 in 1 Convertible,Notebook 9,15.0,Full HD,Present,None,1920,1080,Intel,Core i7 7500U,2.7,16,SSD,None,256.0,0.0,256.0,AMD,Radeon 540,Windows 10,1.71,1799.0
781,Toshiba,Notebook,Tecra A40-C-1E5,14.0,,None,Present,1366,768,Intel,Core i5 6200U,2.3,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 520,Windows 10,1.75,1020.0
782,Dell,Gaming,Inspiron 7567,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 1050,Windows 10,2.62,1099.0
783,HP,Ultrabook,EliteBook 820,12.5,,,,1366,768,Intel,Core i5 6200U,2.3,4,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 520,Windows 10,1.26,1244.0
784,Asus,2 in 1 Convertible,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,15.6,Full HD,Present,None,1920,1080,Intel,Core i7 7500U,2.7,12,HDD,None,2000.0,0.0,2000.0,Nvidia,GeForce 940MX,Windows 10,2.3,839.0
785,Lenovo,Notebook,Thinkpad P50,15.6,4K Ultra HD,None,None,3840,2160,Intel,Core i7 6820HQ,2.7,16,SSD,None,512.0,0.0,512.0,Nvidia,Quadro M2000M,Windows 7,2.5,2370.0
786,Acer,Notebook,Swift 3,14.0,Full HD,None,Present,1920,1080,Intel,Core i3 7100U,2.4,4,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 620,Windows 10,1.8,636.0
787,Razer,Gaming,Blade Pro,14.0,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,None,512.0,0.0,512.0,Nvidia,GeForce GTX 1060,Windows 10,1.95,2899.0
788,Asus,Notebook,Vivobook Max,15.6,,,,1920,1080,Intel,Pentium Dual Core N4200,1.1,8,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 505,Windows 10,2.0,581.9
789,Dell,Gaming,Alienware 17,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,32,SSD,Present,1000.0,1000.0,2000.0,Nvidia,GeForce GTX 1070M,Windows 10,4.42,3588.8
790,Asus,Gaming,Rog G752VS-BA171T,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 6700HQ,2.6,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1070,Windows 10,4.3,2350.0
791,Toshiba,Ultrabook,Tecra Z40-C-161,14.0,Full HD,None,Present,1920,1080,Intel,Core i7 6600U,2.6,16,SSD,None,512.0,0.0,512.0,Nvidia,GeForce 930M,Windows 10,1.47,1764.0
792,Lenovo,Notebook,IdeaPad 110-15IBR,15.6,,,,1366,768,Intel,Celeron Quad Core N3710,1.6,8,HDD,None,1000.0,0.0,1000.0,Intel,HD Graphics 405,No OS,2.2,329.0
793,Lenovo,Ultrabook,ThinkPad T470s,14.0,Full HD,None,None,1920,1080,Intel,Core i7 7500U,2.7,16,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 620,Windows 10,1.7,2299.0
794,MSI,Gaming,GS43VR 7RE,14.0,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1060,Windows 10,1.6,1891.0
795,MSI,Gaming,GL62M (i5-7300HQ/8GB/1TB,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7300HQ,2.5,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX 1050,Windows 10,2.2,1089.0
796,Lenovo,Gaming,Legion Y520-15IKBN,15.6,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,4,HDD,None,1000.0,0.0,1000.0,Nvidia,GeForce GTX 1050,Windows 10,2.4,999.0
797,Acer,Gaming,Predator G9-793,17.3,Full HD,None,Present,1920,1080,Intel,Core i7 7700HQ,2.8,16,SSD,Present,256.0,1000.0,1256.0,Nvidia,GeForce GTX 1060,Windows 10,4.2,2299.0
798,Dell,Gaming,Inspiron 7567,15.6,Full HD,None,None,1920,1080,Intel,Core i5 7300HQ,2.5,8,SSD,None,256.0,0.0,256.0,Nvidia,GeForce GTX 1050,Windows 10,2.62,985.0
799,Asus,Gaming,FX502VM-DM560T (i7-7700HQ/8GB/1TB,15.6,Full HD,None,None,1920,1080,Intel,Core i7 7700HQ,2.8,8,SSD,Present,128.0,1000.0,1128.0,Nvidia,GeForce GTX1060,Windows 10,2.24,1339.0
800,Vero,Notebook,K146 (N3350/4GB/32GB/W10),14.0,,,,1920,1080,Intel,Celeron Dual Core N3350,1.1,4,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 500,Windows 10,1.22,202.9
801,Lenovo,2 in 1 Convertible,ThinkPad Yoga,13.3,Full HD,Present,Present,1920,1080,Intel,Core i7 7500U,2.7,8,SSD,None,512.0,0.0,512.0,Intel,HD Graphics 620,Windows 10,1.37,1970.0
802,Lenovo,2 in 1 Convertible,Yoga 510-15IKB,15.6,Full HD,Present,None,1920,1080,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,AMD,Radeon R7 M460,Windows 10,2.08,959.0
803,Apple,Ultrabook,"MacBook 12""",12.0,Retina Display,None,Present,2304,1440,Intel,Core M,1.2,8,FlashStorage,None,512.0,0.0,512.0,Intel,HD Graphics 5300,Mac OS X,0.92,1165.0
804,Lenovo,2 in 1 Convertible,ThinkPad X1,14.0,,Present,Present,2560,1440,Intel,Core i5 7200U,2.5,8,SSD,None,256.0,0.0,256.0,Intel,HD Graphics 620,Windows 10,1.42,2330.0
805,Asus,Notebook,R417NA-RS01 (N3350/4GB/32GB/W10),14.0,,,,1366,768,Intel,Celeron Dual Core N3350,1.1,4,FlashStorage,None,32.0,0.0,32.0,Intel,HD Graphics 500,Windows 10,1.63,299.0
806,Dell,Notebook,Latitude 3580,15.6,,,,1366,768,Intel,Core i5 7200U,2.5,8,SSD,None,128.0,0.0,128.0,Intel,HD Graphics 620,Windows 10,1.95,810.0
